Sample,Year,Season,Region,Harvest,ReefID,Collection,Shell,Class,Fishery,Pre.Fishery,Recruit
S16,2016,Summer,Matanzas River,Y,FM494,S16FM494R12,34.5,Pre-Fishery,0,1,0
S16,2016,Summer,Salt Run,N,SR80,S16SR80R15,34.5,Pre-Fishery,0,1,0
S16,2016,Summer,Salt Run,N,SR80,S16SR80R15,34.5,Pre-Fishery,0,1,0
S16,2016,Summer,Salt Run,Y,SR41,S16SR41R10,34.5,Pre-Fishery,0,1,0
S16,2016,Summer,Salt Run,N,SR85,S16SR85R3,34.5,Pre-Fishery,0,1,0
S16,2016,Summer,Salt Run,N,SR86,S16SR86R25,34.5,Pre-Fishery,0,1,0
W15,2015,Winter,Matanzas River,Y,CO,W15COR8,34.5,Pre-Fishery,0,1,0
W15,2015,Winter,Matanzas River,Y,FM206,W15FM206R14,34.5,Pre-Fishery,0,1,0
W15,2015,Winter,Salt Run,N,SR5,W15SR5R8,34.5,Pre-Fishery,0,1,0
W16,2016,Winter,Salt Run,N,SR56,W16SR56R9,34.5,Pre-Fishery,0,1,0
W16,2016,Winter,Matanzas River,N,FM24,W16FM24R32,34.5,Pre-Fishery,0,1,0
W16,2016,Winter,Matanzas River,N,FM23,W16FM23R17,34.5,Pre-Fishery,0,1,0
W16,2016,Winter,Tolomato River,N,TR307A,W16TR307AR6,34.5,Pre-Fishery,0,1,0
W16,2016,Winter,Matanzas River,N,FM31,W16FM31R1,34.5,Pre-Fishery,0,1,0
W16,2016,Winter,Matanzas River,N,FM31,W16FM31R20,34.5,Pre-Fishery,0,1,0
W16,2016,Winter,Salt Run,N,SR57,W16SR57R12,34.5,Pre-Fishery,0,1,0
W16,2016,Winter,Salt Run,N,SR57,W16SR57R8,34.5,Pre-Fishery,0,1,0
W16,2016,Winter,Matanzas River,N,FM614,W16FM614R1,34.5,Pre-Fishery,0,1,0
S15,2015,Summer,Matanzas River,N,BBNR1,S15BBNR1R4,34.6,Pre-Fishery,0,1,0
S15,2015,Summer,Tolomato River,N,VBNR1,S15VBNR1R6,34.6,Pre-Fishery,0,1,0
S15,2015,Summer,Matanzas River,Y,FM3A,S15FM3R17,34.6,Pre-Fishery,0,1,0
S15,2015,Summer,Salt Run,N,SR4,S15SR4R1,34.6,Pre-Fishery,0,1,0
S15,2015,Summer,Tolomato River,N,TR10,S15TR10R7,34.6,Pre-Fishery,0,1,0
S15,2015,Summer,Tolomato River,Y,TR2A,S15TR2R5,34.6,Pre-Fishery,0,1,0
S15,2015,Summer,Salt Run,Y,SR2S,S15SR2SR14,34.6,Pre-Fishery,0,1,0
S16,2016,Summer,Matanzas River,Y,FM125,S16FM125R1,34.6,Pre-Fishery,0,1,0
S16,2016,Summer,Matanzas River,Y,FM132,S16FM132R1,34.6,Pre-Fishery,0,1,0
S16,2016,Summer,Matanzas River,Y,FM50,S16FM50R9,34.6,Pre-Fishery,0,1,0
S16,2016,Summer,Matanzas River,Y,FM290,S16FM290R7,34.6,Pre-Fishery,0,1,0
S16,2016,Summer,Tolomato River,N,TR209A,S16TR209R19,34.6,Pre-Fishery,0,1,0
S16,2016,Summer,Salt Run,N,SR6A,S16SR6R11,34.6,Pre-Fishery,0,1,0
S16,2016,Summer,Matanzas River,Y,FM373,S16FM373R3,34.6,Pre-Fishery,0,1,0
S16,2016,Summer,Salt Run,N,SR1A,S16SR1R9,34.6,Pre-Fishery,0,1,0
S16,2016,Summer,Salt Run,N,SR58,S16SR58R28,34.6,Pre-Fishery,0,1,0
S16,2016,Summer,Salt Run,N,SR60,S16SR60R27,34.6,Pre-Fishery,0,1,0
S16,2016,Summer,Salt Run,Y,SR38,S16SR38R0,34.6,Pre-Fishery,0,1,0
W15,2015,Winter,Matanzas River,N,MC2,W15MC2R27,34.6,Pre-Fishery,0,1,0
W15,2015,Winter,Salt Run,N,SR4,W15SR4R20,34.6,Pre-Fishery,0,1,0
W16,2016,Winter,Matanzas River,N,FM631,W16FM631R5,34.6,Pre-Fishery,0,1,0
W16,2016,Winter,Matanzas River,N,FM24,W16FM24R32,34.6,Pre-Fishery,0,1,0
W16,2016,Winter,Matanzas River,N,FM23,W16FM23R15,34.6,Pre-Fishery,0,1,0
W16,2016,Winter,Tolomato River,N,TR220,W16TR220R10,34.6,Pre-Fishery,0,1,0
W16,2016,Winter,Tolomato River,N,TR307A,W16TR307AR1,34.6,Pre-Fishery,0,1,0
W16,2016,Winter,Matanzas River,Y,FM84,W16FM84R2,34.6,Pre-Fishery,0,1,0
W16,2016,Winter,Matanzas River,N,FM655,W16FM655R17,34.6,Pre-Fishery,0,1,0
S15,2015,Summer,Salt Run,Y,SR2,S15SR2R12,34.7,Pre-Fishery,0,1,0
S15,2015,Summer,Salt Run,N,SR4,S15SR4R1,34.7,Pre-Fishery,0,1,0
S15,2015,Summer,Tolomato River,N,TR16,S15TR16R5,34.7,Pre-Fishery,0,1,0
S15,2015,Summer,Matanzas River,N,BB15A,S15BB15AR20,34.7,Pre-Fishery,0,1,0
S15,2015,Summer,Tolomato River,N,VBNR2,S15VBNR2R5,34.7,Pre-Fishery,0,1,0
S16,2016,Summer,Matanzas River,Y,FM125,S16FM125R1,34.7,Pre-Fishery,0,1,0
S16,2016,Summer,Matanzas River,Y,FM132,S16FM132R1,34.7,Pre-Fishery,0,1,0
S16,2016,Summer,Matanzas River,Y,FM290,S16FM290R11,34.7,Pre-Fishery,0,1,0
S16,2016,Summer,Matanzas River,Y,FM290,S16FM290R7,34.7,Pre-Fishery,0,1,0
S16,2016,Summer,Salt Run,N,SR71,S16SR71R2,34.7,Pre-Fishery,0,1,0
S16,2016,Summer,Salt Run,N,SR6A,S16SR6R1,34.7,Pre-Fishery,0,1,0
S16,2016,Summer,Matanzas River,Y,FM368,S16FM368R17,34.7,Pre-Fishery,0,1,0
S16,2016,Summer,Salt Run,N,SR1A,S16SR1R15,34.7,Pre-Fishery,0,1,0
S16,2016,Summer,Salt Run,N,SR85,S16SR85R19,34.7,Pre-Fishery,0,1,0
S16,2016,Summer,Salt Run,N,SR86,S16SR86R17,34.7,Pre-Fishery,0,1,0
W15,2015,Winter,Matanzas River,Y,FM206,W15FM206R17,34.7,Pre-Fishery,0,1,0
W15,2015,Winter,Salt Run,Y,SR6,W15SR6R25,34.7,Pre-Fishery,0,1,0
W16,2016,Winter,Tolomato River,Y,TR78,W16TR78R5,34.7,Pre-Fishery,0,1,0
W16,2016,Winter,Salt Run,Y,SR66,W16SR66R6,34.7,Pre-Fishery,0,1,0
W16,2016,Winter,Salt Run,Y,SR66,W16SR66R6,34.7,Pre-Fishery,0,1,0
W16,2016,Winter,Matanzas River,Y,FM77,W16FM77R21,34.7,Pre-Fishery,0,1,0
W16,2016,Winter,Matanzas River,Y,FM77,W16FM77R21,34.7,Pre-Fishery,0,1,0
W16,2016,Winter,Tolomato River,N,TR220,W16TR220R10,34.7,Pre-Fishery,0,1,0
W16,2016,Winter,Tolomato River,N,TR307A,W16TR307AR6,34.7,Pre-Fishery,0,1,0
W16,2016,Winter,Matanzas River,Y,FM84,W16FM84R15,34.7,Pre-Fishery,0,1,0
W16,2016,Winter,Matanzas River,N,FM655,W16FM655R10,34.7,Pre-Fishery,0,1,0
W16,2016,Winter,Matanzas River,Y,FM604,W16FM604R1,34.7,Pre-Fishery,0,1,0
W16,2016,Winter,Matanzas River,N,FM31,W16FM31R20,34.7,Pre-Fishery,0,1,0
W16,2016,Winter,Matanzas River,N,FM788,W16FM788R2,34.7,Pre-Fishery,0,1,0
W16,2016,Winter,Matanzas River,N,FM788,W16FM788R4,34.7,Pre-Fishery,0,1,0
W16,2016,Winter,Salt Run,N,SR57,W16SR57R12,34.7,Pre-Fishery,0,1,0
S15,2015,Summer,Tolomato River,Y,TRNR1,S15TRNR1R17,34.8,Pre-Fishery,0,1,0
S15,2015,Summer,Salt Run,Y,SR2,S15SR2R12,34.8,Pre-Fishery,0,1,0
S15,2015,Summer,Salt Run,N,SR4,S15SR4R1,34.8,Pre-Fishery,0,1,0
S15,2015,Summer,Tolomato River,Y,TR13,S15TR13R2,34.8,Pre-Fishery,0,1,0
S15,2015,Summer,Matanzas River,N,BB15A,S15BB15AR16,34.8,Pre-Fishery,0,1,0
S15,2015,Summer,Matanzas River,Y,FM206,S15FM206R22,34.8,Pre-Fishery,0,1,0
S15,2015,Summer,Matanzas River,Y,FM4,S15FM4R27,34.8,Pre-Fishery,0,1,0
S15,2015,Summer,Salt Run,Y,SR9,S15SR9R5,34.8,Pre-Fishery,0,1,0
S16,2016,Summer,Salt Run,N,SR6A,S16SR6R11,34.8,Pre-Fishery,0,1,0
S16,2016,Summer,Matanzas River,Y,FM373,S16FM373R12,34.8,Pre-Fishery,0,1,0
S16,2016,Summer,Matanzas River,Y,FM373,S16FM373R3,34.8,Pre-Fishery,0,1,0
S16,2016,Summer,Matanzas River,Y,FM411,S16FM411R11,34.8,Pre-Fishery,0,1,0
S16,2016,Summer,Matanzas River,Y,FM562,S16FM562R0,34.8,Pre-Fishery,0,1,0
S16,2016,Summer,Matanzas River,Y,FM562,S16FM562R1,34.8,Pre-Fishery,0,1,0
S16,2016,Summer,Salt Run,N,SR86,S16SR86R25,34.8,Pre-Fishery,0,1,0
W15,2015,Winter,Salt Run,N,SR4,W15SR4R20,34.8,Pre-Fishery,0,1,0
W15,2015,Winter,Salt Run,N,SR5,W15SR5R5,34.8,Pre-Fishery,0,1,0
W15,2015,Winter,Tolomato River,N,TR3,W15TR3R10,34.8,Pre-Fishery,0,1,0
W15,2015,Winter,Tolomato River,Y,TR3,W15TR3R5,34.8,Pre-Fishery,0,1,0
W16,2016,Winter,Matanzas River,Y,FM40,W16FM40R1,34.8,Pre-Fishery,0,1,0
W16,2016,Winter,Matanzas River,N,FM24,W16FM24R26,34.8,Pre-Fishery,0,1,0
W16,2016,Winter,Tolomato River,N,TR307A,W16TR307AR1,34.8,Pre-Fishery,0,1,0
W16,2016,Winter,Matanzas River,Y,FM46,W16FM46R18,34.8,Pre-Fishery,0,1,0
W16,2016,Winter,Matanzas River,N,FM655,W16FM655R10,34.8,Pre-Fishery,0,1,0
W16,2016,Winter,Matanzas River,N,FM655,W16FM655R13,34.8,Pre-Fishery,0,1,0
W16,2016,Winter,Matanzas River,N,FM655,W16FM655R17,34.8,Pre-Fishery,0,1,0
S15,2015,Summer,Matanzas River,Y,FM3A,S15FM3R17,34.9,Pre-Fishery,0,1,0
S15,2015,Summer,Salt Run,N,SR10,S15SR10R17,34.9,Pre-Fishery,0,1,0
S15,2015,Summer,Salt Run,N,SR4,S15SR4R1,34.9,Pre-Fishery,0,1,0
S15,2015,Summer,Tolomato River,N,TR10,S15TR10R0,34.9,Pre-Fishery,0,1,0
S15,2015,Summer,Tolomato River,Y,TR13,S15TR13R3,34.9,Pre-Fishery,0,1,0
S15,2015,Summer,Matanzas River,N,BB15A,S15BB15AR16,34.9,Pre-Fishery,0,1,0
S16,2016,Summer,Matanzas River,Y,FM125,S16FM125R1,34.9,Pre-Fishery,0,1,0
S16,2016,Summer,Matanzas River,Y,FM50,S16FM50R9,34.9,Pre-Fishery,0,1,0
S16,2016,Summer,Matanzas River,Y,FM50,S16FM50R9,34.9,Pre-Fishery,0,1,0
S16,2016,Summer,Matanzas River,Y,FM290,S16FM290R12,34.9,Pre-Fishery,0,1,0
S16,2016,Summer,Matanzas River,Y,FM384,S16FM384R8,34.9,Pre-Fishery,0,1,0
S16,2016,Summer,Salt Run,N,SR71,S16SR71R13,34.9,Pre-Fishery,0,1,0
S16,2016,Summer,Matanzas River,Y,FM373,S16FM373R12,34.9,Pre-Fishery,0,1,0
S16,2016,Summer,Matanzas River,Y,FM373,S16FM373R3,34.9,Pre-Fishery,0,1,0
S16,2016,Summer,Salt Run,N,SR76,S16SR76R11,34.9,Pre-Fishery,0,1,0
S16,2016,Summer,Salt Run,N,SR58,S16SR58R28,34.9,Pre-Fishery,0,1,0
S16,2016,Summer,Salt Run,N,SR58,S16SR58R28,34.9,Pre-Fishery,0,1,0
W15,2015,Winter,Matanzas River,Y,CO,W15COR8,34.9,Pre-Fishery,0,1,0
W15,2015,Winter,Matanzas River,N,MC2,W15MC2R1,34.9,Pre-Fishery,0,1,0
W15,2015,Winter,Matanzas River,Y,FM206,W15FM206R23,34.9,Pre-Fishery,0,1,0
W15,2015,Winter,Salt Run,Y,SR2,W15SR2R21,34.9,Pre-Fishery,0,1,0
W15,2015,Winter,Salt Run,Y,SR2,W15SR2R42,34.9,Pre-Fishery,0,1,0
W15,2015,Winter,Salt Run,Y,SR6,W15SR6R25,34.9,Pre-Fishery,0,1,0
W15,2015,Winter,Tolomato River,N,TR3,W15TR3R10,34.9,Pre-Fishery,0,1,0
W15,2015,Winter,Tolomato River,N,TR3,W15TR3R10,34.9,Pre-Fishery,0,1,0
W16,2016,Winter,Matanzas River,N,FM631,W16FM631R5,34.9,Pre-Fishery,0,1,0
W16,2016,Winter,Salt Run,Y,SR30,W16SR30R13,34.9,Pre-Fishery,0,1,0
W16,2016,Winter,Matanzas River,Y,FM32,W16FM32R16,34.9,Pre-Fishery,0,1,0
W16,2016,Winter,Matanzas River,N,FM24,W16FM24R26,34.9,Pre-Fishery,0,1,0
W16,2016,Winter,Matanzas River,N,FM24,W16FM24R26,34.9,Pre-Fishery,0,1,0
W16,2016,Winter,Tolomato River,N,TR307A,W16TR307AR1,34.9,Pre-Fishery,0,1,0
W16,2016,Winter,Matanzas River,Y,FM46,W16FM46R4,34.9,Pre-Fishery,0,1,0
W16,2016,Winter,Matanzas River,N,FM56,W16FM56R13,34.9,Pre-Fishery,0,1,0
W16,2016,Winter,Matanzas River,Y,FM604,W16FM604R2,34.9,Pre-Fishery,0,1,0
W16,2016,Winter,Matanzas River,N,FM788,W16FM788R2,34.9,Pre-Fishery,0,1,0
W16,2016,Winter,Salt Run,N,SR57,W16SR57R12,34.9,Pre-Fishery,0,1,0
W16,2016,Winter,Matanzas River,N,FM614,W16FM614R1,34.9,Pre-Fishery,0,1,0
S15,2015,Summer,Matanzas River,N,MC2,S15MC2R19,35,Pre-Fishery,0,1,0
S15,2015,Summer,Matanzas River,Y,FM3A,S15FM3R9,35,Pre-Fishery,0,1,0
S15,2015,Summer,Salt Run,Y,SR2,S15SR2R12,35,Pre-Fishery,0,1,0
S15,2015,Summer,Salt Run,N,SR4,S15SR4R12,35,Pre-Fishery,0,1,0
S15,2015,Summer,Tolomato River,N,TR10,S15TR10R7,35,Pre-Fishery,0,1,0
S15,2015,Summer,Tolomato River,N,TR7,S15TR7R1,35,Pre-Fishery,0,1,0
S15,2015,Summer,Matanzas River,Y,CO,S15COR5,35,Pre-Fishery,0,1,0
S15,2015,Summer,Tolomato River,N,VBNR2,S15VBNR2R5,35,Pre-Fishery,0,1,0
S16,2016,Summer,Matanzas River,Y,FM125,S16FM125R1,35,Pre-Fishery,0,1,0
S16,2016,Summer,Matanzas River,Y,FM50,S16FM50R12,35,Pre-Fishery,0,1,0
S16,2016,Summer,Matanzas River,Y,FM384,S16FM384R4,35,Pre-Fishery,0,1,0
S16,2016,Summer,Tolomato River,N,TR627,S16TR627R11,35,Pre-Fishery,0,1,0
S16,2016,Summer,Salt Run,N,SR6A,S16SR6R1,35,Pre-Fishery,0,1,0
S16,2016,Summer,Matanzas River,Y,FM390,S16FM390R8,35,Pre-Fishery,0,1,0
S16,2016,Summer,Salt Run,N,SR60,S16SR60R3,35,Pre-Fishery,0,1,0
S16,2016,Summer,Salt Run,Y,SR41,S16SR41R38,35,Pre-Fishery,0,1,0
S16,2016,Summer,Salt Run,N,SR85,S16SR85R3,35,Pre-Fishery,0,1,0
W15,2015,Winter,Matanzas River,Y,FM206,W15FM206R14,35,Pre-Fishery,0,1,0
W15,2015,Winter,Matanzas River,Y,FM3,W15FM3R16,35,Pre-Fishery,0,1,0
W15,2015,Winter,Salt Run,N,SR5,W15SR5R5,35,Pre-Fishery,0,1,0
W16,2016,Winter,Salt Run,N,SR56,W16SR56R5,35,Pre-Fishery,0,1,0
W16,2016,Winter,Salt Run,N,SR56,W16SR56R5,35,Pre-Fishery,0,1,0
W16,2016,Winter,Salt Run,N,SR56,W16SR56R9,35,Pre-Fishery,0,1,0
W16,2016,Winter,Matanzas River,N,FM631,W16FM631R6,35,Pre-Fishery,0,1,0
W16,2016,Winter,Matanzas River,Y,FM79,W16FM79R9,35,Pre-Fishery,0,1,0
W16,2016,Winter,Matanzas River,N,FM24,W16FM24R26,35,Pre-Fishery,0,1,0
W16,2016,Winter,Matanzas River,N,FM56,W16FM56R17,35,Pre-Fishery,0,1,0
W16,2016,Winter,Matanzas River,Y,FM604,W16FM604R1,35,Pre-Fishery,0,1,0
W16,2016,Winter,Matanzas River,Y,FM604,W16FM604R1,35,Pre-Fishery,0,1,0
W16,2016,Winter,Matanzas River,Y,FM604,W16FM604R1,35,Pre-Fishery,0,1,0
W16,2016,Winter,Matanzas River,N,FM788,W16FM788R4,35,Pre-Fishery,0,1,0
W16,2016,Winter,Salt Run,N,SR57,W16SR57R6,35,Pre-Fishery,0,1,0
W16,2016,Winter,Matanzas River,N,FM614,W16FM614R5,35,Pre-Fishery,0,1,0
S15,2015,Summer,Matanzas River,N,MC2,S15MC2R8,35.1,Pre-Fishery,0,1,0
S15,2015,Summer,Matanzas River,Y,FM1,S15FM1R7,35.1,Pre-Fishery,0,1,0
S15,2015,Summer,Tolomato River,Y,TR13,S15TR13R2,35.1,Pre-Fishery,0,1,0
S15,2015,Summer,Salt Run,Y,SR3,S15SR3R4,35.1,Pre-Fishery,0,1,0
S16,2016,Summer,Matanzas River,Y,FM125,S16FM125R1,35.1,Pre-Fishery,0,1,0
S16,2016,Summer,Matanzas River,Y,FM132,S16FM132R1,35.1,Pre-Fishery,0,1,0
S16,2016,Summer,Matanzas River,Y,FM290,S16FM290R12,35.1,Pre-Fishery,0,1,0
S16,2016,Summer,Matanzas River,Y,FM384,S16FM384R10,35.1,Pre-Fishery,0,1,0
S16,2016,Summer,Salt Run,N,SR71,S16SR71R12,35.1,Pre-Fishery,0,1,0
S16,2016,Summer,Salt Run,N,SR71,S16SR71R2,35.1,Pre-Fishery,0,1,0
S16,2016,Summer,Salt Run,Y,SR24,S16SR24R7,35.1,Pre-Fishery,0,1,0
S16,2016,Summer,Matanzas River,Y,FM562,S16FM562R1,35.1,Pre-Fishery,0,1,0
S16,2016,Summer,Salt Run,N,SR60,S16SR60R27,35.1,Pre-Fishery,0,1,0
S16,2016,Summer,Salt Run,Y,SR41,S16SR41R38,35.1,Pre-Fishery,0,1,0
W15,2015,Winter,Matanzas River,Y,FM4,W15FM4R15,35.1,Pre-Fishery,0,1,0
W15,2015,Winter,Matanzas River,Y,FM3,W15FM3R8,35.1,Pre-Fishery,0,1,0
W15,2015,Winter,Salt Run,Y,SR6,W15SR6R29,35.1,Pre-Fishery,0,1,0
W16,2016,Winter,Salt Run,N,SR55,W16SR55R5,35.1,Pre-Fishery,0,1,0
W16,2016,Winter,Matanzas River,N,FM631,W16FM631R3,35.1,Pre-Fishery,0,1,0
W16,2016,Winter,Matanzas River,N,FM24,W16FM24R26,35.1,Pre-Fishery,0,1,0
W16,2016,Winter,Matanzas River,N,FM24,W16FM24R5,35.1,Pre-Fishery,0,1,0
W16,2016,Winter,Tolomato River,N,TR220,W16TR220R9,35.1,Pre-Fishery,0,1,0
W16,2016,Winter,Tolomato River,N,TR307A,W16TR307AR1,35.1,Pre-Fishery,0,1,0
W16,2016,Winter,Tolomato River,N,TR307A,W16TR307AR6,35.1,Pre-Fishery,0,1,0
W16,2016,Winter,Tolomato River,N,TR308,W16TR308R4,35.1,Pre-Fishery,0,1,0
W16,2016,Winter,Matanzas River,Y,FM84,W16FM84R15,35.1,Pre-Fishery,0,1,0
W16,2016,Winter,Matanzas River,Y,FM604,W16FM604R1,35.1,Pre-Fishery,0,1,0
W16,2016,Winter,Matanzas River,Y,FM604,W16FM604R2,35.1,Pre-Fishery,0,1,0
W16,2016,Winter,Salt Run,N,SR56,W16SR56R14,35.1,Pre-Fishery,0,1,0
W16,2016,Winter,Salt Run,N,SR56,W16SR56R14,35.1,Pre-Fishery,0,1,0
W16,2016,Winter,Salt Run,N,SR56,W16SR56R14,35.1,Pre-Fishery,0,1,0
S15,2015,Summer,Matanzas River,N,BBNR1,S15BBNR1R4,35.2,Pre-Fishery,0,1,0
S15,2015,Summer,Tolomato River,Y,TR13,S15TR13R2,35.2,Pre-Fishery,0,1,0
S15,2015,Summer,Matanzas River,Y,FM4,S15FM4R10,35.2,Pre-Fishery,0,1,0
S15,2015,Summer,Salt Run,Y,SR3,S15SR3R4,35.2,Pre-Fishery,0,1,0
S15,2015,Summer,Salt Run,Y,SR9,S15SR9R9,35.2,Pre-Fishery,0,1,0
S16,2016,Summer,Matanzas River,Y,FM290,S16FM290R12,35.2,Pre-Fishery,0,1,0
S16,2016,Summer,Matanzas River,Y,FM373,S16FM373R3,35.2,Pre-Fishery,0,1,0
S16,2016,Summer,Matanzas River,Y,FM368,S16FM368R9,35.2,Pre-Fishery,0,1,0
S16,2016,Summer,Matanzas River,Y,FM494,S16FM494R2,35.2,Pre-Fishery,0,1,0
S16,2016,Summer,Salt Run,N,SR1A,S16SR1R15,35.2,Pre-Fishery,0,1,0
S16,2016,Summer,Salt Run,N,SR80,S16SR80R17,35.2,Pre-Fishery,0,1,0
W15,2015,Winter,Salt Run,Y,SR9,W15SR9R9,35.2,Pre-Fishery,0,1,0
W16,2016,Winter,Salt Run,N,SR56,W16SR56R9,35.2,Pre-Fishery,0,1,0
W16,2016,Winter,Matanzas River,N,FM631,W16FM631R5,35.2,Pre-Fishery,0,1,0
W16,2016,Winter,Matanzas River,Y,FM40,W16FM40R1,35.2,Pre-Fishery,0,1,0
W16,2016,Winter,Matanzas River,Y,FM32,W16FM32R1,35.2,Pre-Fishery,0,1,0
W16,2016,Winter,Matanzas River,Y,FM77,W16FM77R21,35.2,Pre-Fishery,0,1,0
W16,2016,Winter,Matanzas River,N,FM23,W16FM23R12,35.2,Pre-Fishery,0,1,0
W16,2016,Winter,Tolomato River,N,TR307A,W16TR307AR1,35.2,Pre-Fishery,0,1,0
W16,2016,Winter,Matanzas River,N,FM655,W16FM655R13,35.2,Pre-Fishery,0,1,0
W16,2016,Winter,Salt Run,N,SR57,W16SR57R6,35.2,Pre-Fishery,0,1,0
S15,2015,Summer,Matanzas River,N,BBNR1,S15BBNR1R4,35.3,Pre-Fishery,0,1,0
S15,2015,Summer,Matanzas River,N,BBNR1,S15BBNR1R5,35.3,Pre-Fishery,0,1,0
S15,2015,Summer,Salt Run,N,SR10,S15SR10R17,35.3,Pre-Fishery,0,1,0
S15,2015,Summer,Salt Run,N,SR4,S15SR4R12,35.3,Pre-Fishery,0,1,0
S15,2015,Summer,Salt Run,Y,SR3,S15SR3R10,35.3,Pre-Fishery,0,1,0
S16,2016,Summer,Matanzas River,Y,FM125,S16FM125R1,35.3,Pre-Fishery,0,1,0
S16,2016,Summer,Matanzas River,Y,FM50,S16FM50R1,35.3,Pre-Fishery,0,1,0
S16,2016,Summer,Matanzas River,Y,FM50,S16FM50R9,35.3,Pre-Fishery,0,1,0
S16,2016,Summer,Matanzas River,Y,FM290,S16FM290R11,35.3,Pre-Fishery,0,1,0
S16,2016,Summer,Salt Run,N,SR70,S16SR70R12,35.3,Pre-Fishery,0,1,0
S16,2016,Summer,Matanzas River,Y,FM494,S16FM494R2,35.3,Pre-Fishery,0,1,0
S16,2016,Summer,Matanzas River,Y,FM562,S16FM562R0,35.3,Pre-Fishery,0,1,0
S16,2016,Summer,Salt Run,N,SR80,S16SR80R29,35.3,Pre-Fishery,0,1,0
S16,2016,Summer,Salt Run,N,SR60,S16SR60R3,35.3,Pre-Fishery,0,1,0
S16,2016,Summer,Salt Run,N,SR86,S16SR86R25,35.3,Pre-Fishery,0,1,0
W15,2015,Winter,Salt Run,N,SR5,W15SR5R8,35.3,Pre-Fishery,0,1,0
W16,2016,Winter,Salt Run,N,SR56,W16SR56R9,35.3,Pre-Fishery,0,1,0
W16,2016,Winter,Tolomato River,Y,TR78,W16TR78R5,35.3,Pre-Fishery,0,1,0
W16,2016,Winter,Matanzas River,Y,FM77,W16FM77R1,35.3,Pre-Fishery,0,1,0
W16,2016,Winter,Matanzas River,Y,FM77,W16FM77R1,35.3,Pre-Fishery,0,1,0
W16,2016,Winter,Matanzas River,Y,FM77,W16FM77R4,35.3,Pre-Fishery,0,1,0
W16,2016,Winter,Matanzas River,N,FM24,W16FM24R32,35.3,Pre-Fishery,0,1,0
W16,2016,Winter,Matanzas River,N,FM24,W16FM24R5,35.3,Pre-Fishery,0,1,0
W16,2016,Winter,Tolomato River,N,TR220,W16TR220R9,35.3,Pre-Fishery,0,1,0
W16,2016,Winter,Matanzas River,N,FM56,W16FM56R16,35.3,Pre-Fishery,0,1,0
W16,2016,Winter,Matanzas River,N,FM655,W16FM655R13,35.3,Pre-Fishery,0,1,0
S15,2015,Summer,Matanzas River,N,BBNR1,S15BBNR1R0,35.4,Pre-Fishery,0,1,0
S15,2015,Summer,Salt Run,N,SR10,S15SR10R17,35.4,Pre-Fishery,0,1,0
S15,2015,Summer,Salt Run,Y,SR2,S15SR2R4,35.4,Pre-Fishery,0,1,0
S15,2015,Summer,Matanzas River,Y,FM206,S15FM206R22,35.4,Pre-Fishery,0,1,0
S15,2015,Summer,Salt Run,Y,SR2S,S15SR2SR6,35.4,Pre-Fishery,0,1,0
S16,2016,Summer,Matanzas River,Y,FM384,S16FM384R8,35.4,Pre-Fishery,0,1,0
S16,2016,Summer,Salt Run,N,SR70,S16SR70R2,35.4,Pre-Fishery,0,1,0
S16,2016,Summer,Salt Run,N,SR6A,S16SR6R1,35.4,Pre-Fishery,0,1,0
S16,2016,Summer,Salt Run,N,SR6A,S16SR6R1,35.4,Pre-Fishery,0,1,0
S16,2016,Summer,Matanzas River,Y,FM390,S16FM390R4,35.4,Pre-Fishery,0,1,0
S16,2016,Summer,Matanzas River,Y,FM562,S16FM562R0,35.4,Pre-Fishery,0,1,0
S16,2016,Summer,Matanzas River,Y,FM562,S16FM562R1,35.4,Pre-Fishery,0,1,0
S16,2016,Summer,Salt Run,N,SR76,S16SR76R13,35.4,Pre-Fishery,0,1,0
S16,2016,Summer,Salt Run,N,SR60,S16SR60R27,35.4,Pre-Fishery,0,1,0
S16,2016,Summer,Salt Run,N,SR86,S16SR86R25,35.4,Pre-Fishery,0,1,0
W15,2015,Winter,Matanzas River,N,MC1,W15MC1R10,35.4,Pre-Fishery,0,1,0
W15,2015,Winter,Tolomato River,N,TR3,W15TR3R10,35.4,Pre-Fishery,0,1,0
W16,2016,Winter,Salt Run,Y,SR66,W16SR66R6,35.4,Pre-Fishery,0,1,0
W16,2016,Winter,Matanzas River,Y,FM79,W16FM79R18,35.4,Pre-Fishery,0,1,0
W16,2016,Winter,Matanzas River,Y,FM77,W16FM77R21,35.4,Pre-Fishery,0,1,0
W16,2016,Winter,Matanzas River,N,FM24,W16FM24R32,35.4,Pre-Fishery,0,1,0
W16,2016,Winter,Matanzas River,Y,FM84,W16FM84R5,35.4,Pre-Fishery,0,1,0
W16,2016,Winter,Matanzas River,Y,FM604,W16FM604R1,35.4,Pre-Fishery,0,1,0
W16,2016,Winter,Matanzas River,N,FM31,W16FM31R20,35.4,Pre-Fishery,0,1,0
W16,2016,Winter,Salt Run,N,SR56,W16SR56R14,35.4,Pre-Fishery,0,1,0
W16,2016,Winter,Salt Run,N,SR56,W16SR56R14,35.4,Pre-Fishery,0,1,0
S15,2015,Summer,Matanzas River,Y,FM1,S15FM1R7,35.5,Pre-Fishery,0,1,0
S15,2015,Summer,Matanzas River,Y,FM3A,S15FM3R17,35.5,Pre-Fishery,0,1,0
