Sample,Year,Season,Region,Harvest,ReefID,Collection,Shell,Class,Fishery,Pre.Fishery,Recruit
S16,2016,Summer,Salt Run,N,SR70,S16SR70R3,0.7,Spat,0,0,1
S16,2016,Summer,Salt Run,N,SR71,S16SR71R13,0.9,Spat,0,0,1
S16,2016,Summer,Salt Run,N,SR70,S16SR70R3,1,Spat,0,0,1
S16,2016,Summer,Salt Run,N,SR71,S16SR71R13,1,Spat,0,0,1
S16,2016,Summer,Salt Run,N,SR70,S16SR70R3,1.1,Spat,0,0,1
S16,2016,Summer,Salt Run,N,SR70,S16SR70R3,1.2,Spat,0,0,1
S16,2016,Summer,Salt Run,N,SR70,S16SR70R3,1.2,Spat,0,0,1
S16,2016,Summer,Salt Run,N,SR71,S16SR71R13,1.2,Spat,0,0,1
S16,2016,Summer,Salt Run,N,SR70,S16SR70R3,1.3,Spat,0,0,1
S16,2016,Summer,Salt Run,N,SR70,S16SR70R3,1.3,Spat,0,0,1
S16,2016,Summer,Salt Run,N,SR71,S16SR71R13,1.3,Spat,0,0,1
S16,2016,Summer,Salt Run,Y,SR41,S16SR41R12,1.3,Spat,0,0,1
S16,2016,Summer,Salt Run,N,SR86,S16SR86R13,1.3,Spat,0,0,1
S16,2016,Summer,Salt Run,N,SR86,S16SR86R13,1.3,Spat,0,0,1
S16,2016,Summer,Salt Run,N,SR71,S16SR71R13,1.4,Spat,0,0,1
S16,2016,Summer,Salt Run,N,SR71,S16SR71R13,1.4,Spat,0,0,1
S16,2016,Summer,Salt Run,N,SR86,S16SR86R13,1.6,Spat,0,0,1
S16,2016,Summer,Salt Run,N,SR71,S16SR71R12,1.7,Spat,0,0,1
S16,2016,Summer,Salt Run,Y,SR41,S16SR41R12,1.7,Spat,0,0,1
S15,2015,Summer,Salt Run,N,SR5,S15SR5R4,1.8,Spat,0,0,1
S16,2016,Summer,Salt Run,N,SR70,S16SR70R3,1.8,Spat,0,0,1
S16,2016,Summer,Salt Run,N,SR71,S16SR71R13,1.8,Spat,0,0,1
S16,2016,Summer,Salt Run,N,SR71,S16SR71R13,1.8,Spat,0,0,1
S16,2016,Summer,Salt Run,Y,SR24,S16SR24R2,1.8,Spat,0,0,1
S16,2016,Summer,Tolomato River,N,TR627,S16TR627R3,1.9,Spat,0,0,1
S16,2016,Summer,Salt Run,N,SR71,S16SR71R13,1.9,Spat,0,0,1
S16,2016,Summer,Salt Run,N,SR6A,S16SR6R1,1.9,Spat,0,0,1
S16,2016,Summer,Salt Run,N,SR86,S16SR86R13,1.9,Spat,0,0,1
S16,2016,Summer,Tolomato River,N,TR627,S16TR627R11,2,Spat,0,0,1
S16,2016,Summer,Salt Run,N,SR76,S16SR76R13,2,Spat,0,0,1
S16,2016,Summer,Salt Run,N,SR70,S16SR70R12,2.1,Spat,0,0,1
S16,2016,Summer,Salt Run,N,SR70,S16SR70R12,2.1,Spat,0,0,1
S16,2016,Summer,Salt Run,N,SR70,S16SR70R12,2.1,Spat,0,0,1
S16,2016,Summer,Salt Run,N,SR71,S16SR71R13,2.1,Spat,0,0,1
S16,2016,Summer,Salt Run,Y,SR28,S16SR28R2,2.1,Spat,0,0,1
S16,2016,Summer,Matanzas River,Y,FM368,S16FM368R24,2.1,Spat,0,0,1
S16,2016,Summer,Salt Run,N,SR86,S16SR86R13,2.1,Spat,0,0,1
S16,2016,Summer,Matanzas River,Y,FM384,S16FM384R4,2.2,Spat,0,0,1
S16,2016,Summer,Salt Run,N,SR70,S16SR70R3,2.2,Spat,0,0,1
S16,2016,Summer,Tolomato River,N,TR209A,S16TR209R19,2.2,Spat,0,0,1
S16,2016,Summer,Salt Run,N,SR71,S16SR71R13,2.2,Spat,0,0,1
S16,2016,Summer,Salt Run,N,SR71,S16SR71R13,2.2,Spat,0,0,1
S16,2016,Summer,Salt Run,N,SR71,S16SR71R13,2.2,Spat,0,0,1
S16,2016,Summer,Salt Run,N,SR71,S16SR71R13,2.2,Spat,0,0,1
S16,2016,Summer,Matanzas River,Y,FM562,S16FM562R1,2.2,Spat,0,0,1
W16,2016,Winter,Matanzas River,N,FM31,W16FM31R1,2.2,Spat,0,0,1
S16,2016,Summer,Salt Run,N,SR70,S16SR70R12,2.3,Spat,0,0,1
S16,2016,Summer,Salt Run,N,SR70,S16SR70R12,2.3,Spat,0,0,1
S16,2016,Summer,Tolomato River,N,TR209A,S16TR209R19,2.3,Spat,0,0,1
S16,2016,Summer,Tolomato River,N,TR627,S16TR627R11,2.3,Spat,0,0,1
S16,2016,Summer,Salt Run,N,SR71,S16SR71R12,2.3,Spat,0,0,1
S16,2016,Summer,Salt Run,N,SR71,S16SR71R13,2.3,Spat,0,0,1
S16,2016,Summer,Salt Run,Y,SR41,S16SR41R10,2.3,Spat,0,0,1
S16,2016,Summer,Salt Run,N,SR71,S16SR71R12,2.4,Spat,0,0,1
S16,2016,Summer,Salt Run,N,SR80,S16SR80R17,2.4,Spat,0,0,1
S16,2016,Summer,Salt Run,Y,SR41,S16SR41R12,2.4,Spat,0,0,1
W15,2015,Winter,Salt Run,Y,SR2,W15SR2R50,2.4,Spat,0,0,1
W16,2016,Winter,Matanzas River,Y,FM604,W16FM604R2,2.4,Spat,0,0,1
W16,2016,Winter,Matanzas River,N,FM26,W16FM26R13,2.4,Spat,0,0,1
S16,2016,Summer,Matanzas River,Y,FM384,S16FM384R4,2.5,Spat,0,0,1
S16,2016,Summer,Tolomato River,N,TR627,S16TR627R11,2.5,Spat,0,0,1
S16,2016,Summer,Salt Run,N,SR71,S16SR71R13,2.5,Spat,0,0,1
S15,2015,Summer,Salt Run,N,SR5,S15SR5R4,2.6,Spat,0,0,1
S15,2015,Summer,Tolomato River,N,TR7,S15TR7R12,2.6,Spat,0,0,1
S16,2016,Summer,Salt Run,N,SR1A,S16SR1R15,2.6,Spat,0,0,1
W16,2016,Winter,Matanzas River,N,FM24,W16FM24R26,2.6,Spat,0,0,1
W16,2016,Winter,Matanzas River,N,FM655,W16FM655R13,2.6,Spat,0,0,1
S16,2016,Summer,Matanzas River,Y,FM125,S16FM125R1,2.7,Spat,0,0,1
S16,2016,Summer,Tolomato River,N,TR627,S16TR627R3,2.7,Spat,0,0,1
S16,2016,Summer,Salt Run,N,SR71,S16SR71R12,2.7,Spat,0,0,1
S16,2016,Summer,Salt Run,N,SR71,S16SR71R13,2.7,Spat,0,0,1
S16,2016,Summer,Salt Run,N,SR7A,S16SR7R2,2.7,Spat,0,0,1
S16,2016,Summer,Salt Run,N,SR76,S16SR76R13,2.7,Spat,0,0,1
W15,2015,Winter,Matanzas River,Y,FM1,W15FM1R15,2.7,Spat,0,0,1
W16,2016,Winter,Matanzas River,N,FM24,W16FM24R32,2.7,Spat,0,0,1
S16,2016,Summer,Salt Run,N,SR70,S16SR70R2,2.8,Spat,0,0,1
S16,2016,Summer,Tolomato River,N,TR627,S16TR627R11,2.8,Spat,0,0,1
S16,2016,Summer,Salt Run,N,SR71,S16SR71R2,2.8,Spat,0,0,1
S16,2016,Summer,Salt Run,N,SR71,S16SR71R2,2.8,Spat,0,0,1
S16,2016,Summer,Salt Run,N,SR7A,S16SR7R2,2.8,Spat,0,0,1
S16,2016,Summer,Salt Run,N,SR76,S16SR76R13,2.8,Spat,0,0,1
S16,2016,Summer,Salt Run,N,SR86,S16SR86R13,2.8,Spat,0,0,1
W16,2016,Winter,Tolomato River,Y,TR78,W16TR78R5,2.8,Spat,0,0,1
W16,2016,Winter,Matanzas River,N,FM24,W16FM24R32,2.8,Spat,0,0,1
W16,2016,Winter,Tolomato River,N,TR308,W16TR308RU1,2.8,Spat,0,0,1
S15,2015,Summer,Salt Run,N,SR5,S15SR5R4,2.9,Spat,0,0,1
S16,2016,Summer,Tolomato River,N,TR627,S16TR627R11,2.9,Spat,0,0,1
S16,2016,Summer,Salt Run,N,SR71,S16SR71R12,2.9,Spat,0,0,1
S16,2016,Summer,Salt Run,N,SR71,S16SR71R13,2.9,Spat,0,0,1
S16,2016,Summer,Salt Run,N,SR7A,S16SR7R2,2.9,Spat,0,0,1
S16,2016,Summer,Salt Run,Y,SR38,S16SR38R0,2.9,Spat,0,0,1
W15,2015,Winter,Matanzas River,Y,FM1,W15FM1R15,2.9,Spat,0,0,1
W16,2016,Winter,Matanzas River,N,FM23,W16FM23R15,2.9,Spat,0,0,1
W16,2016,Winter,Matanzas River,N,FM56,W16FM56R16,2.9,Spat,0,0,1
W16,2016,Winter,Matanzas River,Y,FM604,W16FM604R1,2.9,Spat,0,0,1
W16,2016,Winter,Matanzas River,Y,FM604,W16FM604R2,2.9,Spat,0,0,1
W16,2016,Winter,Matanzas River,N,FM31,W16FM31R20,2.9,Spat,0,0,1
S15,2015,Summer,Matanzas River,Y,FM3A,S15FM3R17,3,Spat,0,0,1
S16,2016,Summer,Salt Run,N,SR1A,S16SR1R15,3,Spat,0,0,1
S16,2016,Summer,Salt Run,N,SR86,S16SR86R25,3,Spat,0,0,1
W16,2016,Winter,Matanzas River,Y,FM40,W16FM40R1,3,Spat,0,0,1
W16,2016,Winter,Matanzas River,N,FM24,W16FM24R32,3,Spat,0,0,1
W16,2016,Winter,Matanzas River,N,FM23,W16FM23R12,3,Spat,0,0,1
W16,2016,Winter,Tolomato River,N,TR307A,W16TR307AR2,3,Spat,0,0,1
S15,2015,Summer,Salt Run,N,SR1,S15SR1R0,3.1,Spat,0,0,1
S16,2016,Summer,Salt Run,N,SR70,S16SR70R3,3.1,Spat,0,0,1
S16,2016,Summer,Salt Run,N,SR70,S16SR70R3,3.1,Spat,0,0,1
S16,2016,Summer,Tolomato River,N,TR627,S16TR627R11,3.1,Spat,0,0,1
S16,2016,Summer,Salt Run,N,SR71,S16SR71R13,3.1,Spat,0,0,1
S16,2016,Summer,Salt Run,N,SR71,S16SR71R13,3.1,Spat,0,0,1
S16,2016,Summer,Salt Run,N,SR7A,S16SR7R2,3.1,Spat,0,0,1
S16,2016,Summer,Matanzas River,Y,FM494,S16FM494R6,3.1,Spat,0,0,1
S16,2016,Summer,Salt Run,N,SR1A,S16SR1R9,3.1,Spat,0,0,1
S16,2016,Summer,Salt Run,N,SR86,S16SR86R25,3.1,Spat,0,0,1
W16,2016,Winter,Matanzas River,N,FM631,W16FM631R6,3.1,Spat,0,0,1
W16,2016,Winter,Matanzas River,Y,FM77,W16FM77R1,3.1,Spat,0,0,1
W16,2016,Winter,Matanzas River,N,FM24,W16FM24R32,3.1,Spat,0,0,1
W16,2016,Winter,Tolomato River,N,TR220,W16TR220R10,3.1,Spat,0,0,1
W16,2016,Winter,Matanzas River,N,FM788,W16FM788R4,3.1,Spat,0,0,1
S16,2016,Summer,Matanzas River,Y,FM132,S16FM132R1,3.2,Spat,0,0,1
S16,2016,Summer,Salt Run,N,SR70,S16SR70R3,3.2,Spat,0,0,1
S16,2016,Summer,Tolomato River,N,TR209A,S16TR209R11,3.2,Spat,0,0,1
S16,2016,Summer,Salt Run,N,SR71,S16SR71R12,3.2,Spat,0,0,1
S16,2016,Summer,Salt Run,N,SR71,S16SR71R13,3.2,Spat,0,0,1
S16,2016,Summer,Salt Run,N,SR71,S16SR71R13,3.2,Spat,0,0,1
S16,2016,Summer,Salt Run,Y,SR22,S16SR22R1,3.2,Spat,0,0,1
S16,2016,Summer,Salt Run,N,SR7A,S16SR7R2,3.2,Spat,0,0,1
S16,2016,Summer,Salt Run,N,SR7A,S16SR7R2,3.2,Spat,0,0,1
S16,2016,Summer,Salt Run,N,SR76,S16SR76R20,3.2,Spat,0,0,1
S16,2016,Summer,Salt Run,N,SR80,S16SR80R17,3.2,Spat,0,0,1
W16,2016,Winter,Matanzas River,N,FM26,W16FM26R13,3.2,Spat,0,0,1
S15,2015,Summer,Salt Run,N,SR5,S15SR5R4,3.3,Spat,0,0,1
S15,2015,Summer,Salt Run,N,SR5,S15SR5R4,3.3,Spat,0,0,1
S15,2015,Summer,Tolomato River,N,TR16,S15TR16R2,3.3,Spat,0,0,1
S15,2015,Summer,Tolomato River,N,TR16,S15TR16R5,3.3,Spat,0,0,1
S15,2015,Summer,Tolomato River,N,TR16,S15TR16R5,3.3,Spat,0,0,1
S15,2015,Summer,Tolomato River,Y,TR2A,S15TR2R7,3.3,Spat,0,0,1
S16,2016,Summer,Salt Run,N,SR70,S16SR70R12,3.3,Spat,0,0,1
S16,2016,Summer,Salt Run,N,SR71,S16SR71R12,3.3,Spat,0,0,1
S16,2016,Summer,Salt Run,N,SR71,S16SR71R12,3.3,Spat,0,0,1
S16,2016,Summer,Salt Run,N,SR71,S16SR71R12,3.3,Spat,0,0,1
S16,2016,Summer,Salt Run,N,SR71,S16SR71R13,3.3,Spat,0,0,1
S16,2016,Summer,Salt Run,Y,SR22,S16SR22R2,3.3,Spat,0,0,1
S16,2016,Summer,Salt Run,N,SR6A,S16SR6R1,3.3,Spat,0,0,1
S16,2016,Summer,Salt Run,N,SR6A,S16SR6R1,3.3,Spat,0,0,1
S16,2016,Summer,Salt Run,N,SR7A,S16SR7R2,3.3,Spat,0,0,1
S16,2016,Summer,Salt Run,N,SR7A,S16SR7R2,3.3,Spat,0,0,1
S16,2016,Summer,Salt Run,N,SR76,S16SR76R13,3.3,Spat,0,0,1
S16,2016,Summer,Salt Run,N,SR80,S16SR80R15,3.3,Spat,0,0,1
S16,2016,Summer,Salt Run,N,SR80,S16SR80R15,3.3,Spat,0,0,1
S16,2016,Summer,Salt Run,N,SR80,S16SR80R17,3.3,Spat,0,0,1
S16,2016,Summer,Salt Run,Y,SR38,S16SR38R4,3.3,Spat,0,0,1
W15,2015,Winter,Matanzas River,Y,FM4,W15FM4R23,3.3,Spat,0,0,1
W15,2015,Winter,Salt Run,Y,SR2,W15SR2R21,3.3,Spat,0,0,1
W16,2016,Winter,Matanzas River,Y,FM40,W16FM40R1,3.3,Spat,0,0,1
W16,2016,Winter,Matanzas River,N,FM24,W16FM24R26,3.3,Spat,0,0,1
S15,2015,Summer,Salt Run,N,SR10,S15SR10R17,3.4,Spat,0,0,1
S15,2015,Summer,Tolomato River,N,TR7,S15TR7R12,3.4,Spat,0,0,1
S16,2016,Summer,Matanzas River,Y,FM125,S16FM125R10,3.4,Spat,0,0,1
S16,2016,Summer,Tolomato River,N,TR209A,S16TR209R11,3.4,Spat,0,0,1
S16,2016,Summer,Tolomato River,N,TR209A,S16TR209R11,3.4,Spat,0,0,1
S16,2016,Summer,Salt Run,N,SR71,S16SR71R12,3.4,Spat,0,0,1
S16,2016,Summer,Salt Run,N,SR71,S16SR71R13,3.4,Spat,0,0,1
S16,2016,Summer,Salt Run,N,SR71,S16SR71R13,3.4,Spat,0,0,1
S16,2016,Summer,Salt Run,N,SR71,S16SR71R2,3.4,Spat,0,0,1
S16,2016,Summer,Salt Run,N,SR7A,S16SR7R2,3.4,Spat,0,0,1
S16,2016,Summer,Matanzas River,Y,FM390,S16FM390R8,3.4,Spat,0,0,1
S16,2016,Summer,Salt Run,N,SR85,S16SR85R3,3.4,Spat,0,0,1
S16,2016,Summer,Salt Run,N,SR86,S16SR86R13,3.4,Spat,0,0,1
W16,2016,Winter,Matanzas River,N,FM24,W16FM24R32,3.4,Spat,0,0,1
S15,2015,Summer,Salt Run,N,SR10,S15SR10R15,3.5,Spat,0,0,1
S15,2015,Summer,Salt Run,N,SR5,S15SR5R4,3.5,Spat,0,0,1
S15,2015,Summer,Salt Run,N,SR5,S15SR5R4,3.5,Spat,0,0,1
S15,2015,Summer,Matanzas River,Y,CO,S15COR12,3.5,Spat,0,0,1
S16,2016,Summer,Matanzas River,Y,FM125,S16FM125R1,3.5,Spat,0,0,1
S16,2016,Summer,Salt Run,N,SR70,S16SR70R3,3.5,Spat,0,0,1
S16,2016,Summer,Tolomato River,N,TR209A,S16TR209R19,3.5,Spat,0,0,1
S16,2016,Summer,Tolomato River,N,TR627,S16TR627R11,3.5,Spat,0,0,1
S16,2016,Summer,Tolomato River,N,TR627,S16TR627R11,3.5,Spat,0,0,1
S16,2016,Summer,Tolomato River,N,TR627,S16TR627R11,3.5,Spat,0,0,1
S16,2016,Summer,Tolomato River,N,TR627,S16TR627R11,3.5,Spat,0,0,1
S16,2016,Summer,Tolomato River,N,TR627,S16TR627R3,3.5,Spat,0,0,1
S16,2016,Summer,Salt Run,N,SR71,S16SR71R13,3.5,Spat,0,0,1
S16,2016,Summer,Salt Run,N,SR71,S16SR71R13,3.5,Spat,0,0,1
S16,2016,Summer,Salt Run,N,SR6A,S16SR6R1,3.5,Spat,0,0,1
S16,2016,Summer,Salt Run,N,SR6A,S16SR6R1,3.5,Spat,0,0,1
S16,2016,Summer,Salt Run,N,SR7A,S16SR7R2,3.5,Spat,0,0,1
S16,2016,Summer,Salt Run,N,SR7A,S16SR7R2,3.5,Spat,0,0,1
S16,2016,Summer,Matanzas River,Y,FM368,S16FM368R24,3.5,Spat,0,0,1
S16,2016,Summer,Salt Run,N,SR76,S16SR76R11,3.5,Spat,0,0,1
S16,2016,Summer,Salt Run,N,SR80,S16SR80R17,3.5,Spat,0,0,1
S16,2016,Summer,Salt Run,Y,SR38,S16SR38R4,3.5,Spat,0,0,1
S16,2016,Summer,Salt Run,N,SR85,S16SR85R23,3.5,Spat,0,0,1
S16,2016,Summer,Salt Run,N,SR86,S16SR86R25,3.5,Spat,0,0,1
S16,2016,Summer,Salt Run,N,SR86,S16SR86R25,3.5,Spat,0,0,1
S16,2016,Summer,Salt Run,N,SR86,S16SR86R25,3.5,Spat,0,0,1
W15,2015,Winter,Matanzas River,Y,FM1,W15FM1R15,3.5,Spat,0,0,1
W16,2016,Winter,Matanzas River,N,FM23,W16FM23R12,3.5,Spat,0,0,1
W16,2016,Winter,Tolomato River,N,TR308,W16TR308RU2,3.5,Spat,0,0,1
W16,2016,Winter,Matanzas River,Y,FM604,W16FM604R2,3.5,Spat,0,0,1
W16,2016,Winter,Matanzas River,Y,FM604,W16FM604R9,3.5,Spat,0,0,1
S15,2015,Summer,Matanzas River,Y,FM3A,S15FM3R17,3.6,Spat,0,0,1
S15,2015,Summer,Salt Run,N,SR1,S15SR1R0,3.6,Spat,0,0,1
S15,2015,Summer,Salt Run,N,SR5,S15SR5R4,3.6,Spat,0,0,1
S15,2015,Summer,Matanzas River,Y,FM206,S15FM206R22,3.6,Spat,0,0,1
S16,2016,Summer,Matanzas River,Y,FM125,S16FM125R1,3.6,Spat,0,0,1
S16,2016,Summer,Salt Run,N,SR70,S16SR70R12,3.6,Spat,0,0,1
S16,2016,Summer,Salt Run,N,SR70,S16SR70R3,3.6,Spat,0,0,1
S16,2016,Summer,Salt Run,N,SR70,S16SR70R3,3.6,Spat,0,0,1
S16,2016,Summer,Salt Run,N,SR70,S16SR70R3,3.6,Spat,0,0,1
S16,2016,Summer,Matanzas River,Y,FM373,S16FM373R5,3.6,Spat,0,0,1
S16,2016,Summer,Salt Run,N,SR80,S16SR80R15,3.6,Spat,0,0,1
S16,2016,Summer,Salt Run,N,SR86,S16SR86R13,3.6,Spat,0,0,1
W15,2015,Winter,Matanzas River,Y,FM3,W15FM3R16,3.6,Spat,0,0,1
S15,2015,Summer,Salt Run,N,SR10,S15SR10R17,3.7,Spat,0,0,1
S15,2015,Summer,Tolomato River,Y,TR2A,S15TR2R5,3.7,Spat,0,0,1
S16,2016,Summer,Salt Run,N,SR70,S16SR70R12,3.7,Spat,0,0,1
S16,2016,Summer,Salt Run,N,SR70,S16SR70R2,3.7,Spat,0,0,1
S16,2016,Summer,Salt Run,N,SR70,S16SR70R3,3.7,Spat,0,0,1
S16,2016,Summer,Tolomato River,N,TR209A,S16TR209R35,3.7,Spat,0,0,1
S16,2016,Summer,Tolomato River,N,TR627,S16TR627R11,3.7,Spat,0,0,1
S16,2016,Summer,Tolomato River,N,TR627,S16TR627R11,3.7,Spat,0,0,1
S16,2016,Summer,Tolomato River,N,TR627,S16TR627R11,3.7,Spat,0,0,1
S16,2016,Summer,Tolomato River,N,TR627,S16TR627R3,3.7,Spat,0,0,1
S16,2016,Summer,Tolomato River,N,TR627,S16TR627R3,3.7,Spat,0,0,1
S16,2016,Summer,Tolomato River,N,TR627,S16TR627R3,3.7,Spat,0,0,1
S16,2016,Summer,Salt Run,N,SR71,S16SR71R13,3.7,Spat,0,0,1
S16,2016,Summer,Salt Run,N,SR7A,S16SR7R2,3.7,Spat,0,0,1
S16,2016,Summer,Salt Run,N,SR7A,S16SR7R2,3.7,Spat,0,0,1
S16,2016,Summer,Matanzas River,Y,FM368,S16FM368R17,3.7,Spat,0,0,1
S16,2016,Summer,Salt Run,N,SR60,S16SR60R8,3.7,Spat,0,0,1
S16,2016,Summer,Salt Run,N,SR85,S16SR85R19,3.7,Spat,0,0,1
S16,2016,Summer,Salt Run,N,SR85,S16SR85R23,3.7,Spat,0,0,1
W15,2015,Winter,Matanzas River,Y,FM4,W15FM4R25,3.7,Spat,0,0,1
W16,2016,Winter,Tolomato River,Y,TR78,W16TR78R6,3.7,Spat,0,0,1
W16,2016,Winter,Matanzas River,Y,FM79,W16FM79R9,3.7,Spat,0,0,1
W16,2016,Winter,Matanzas River,Y,FM84,W16FM84R5,3.7,Spat,0,0,1
W16,2016,Winter,Matanzas River,N,FM56,W16FM56R16,3.7,Spat,0,0,1
S16,2016,Summer,Salt Run,N,SR70,S16SR70R3,3.8,Spat,0,0,1
S16,2016,Summer,Tolomato River,N,TR209A,S16TR209R19,3.8,Spat,0,0,1
S16,2016,Summer,Tolomato River,N,TR209A,S16TR209R19,3.8,Spat,0,0,1
S16,2016,Summer,Tolomato River,N,TR627,S16TR627R3,3.8,Spat,0,0,1
S16,2016,Summer,Salt Run,N,SR71,S16SR71R12,3.8,Spat,0,0,1
S16,2016,Summer,Salt Run,N,SR71,S16SR71R12,3.8,Spat,0,0,1
S16,2016,Summer,Salt Run,N,SR71,S16SR71R13,3.8,Spat,0,0,1
S16,2016,Summer,Salt Run,N,SR71,S16SR71R2,3.8,Spat,0,0,1
S16,2016,Summer,Salt Run,N,SR6A,S16SR6R11,3.8,Spat,0,0,1
S16,2016,Summer,Salt Run,N,SR7A,S16SR7R2,3.8,Spat,0,0,1
S16,2016,Summer,Salt Run,N,SR76,S16SR76R11,3.8,Spat,0,0,1
S16,2016,Summer,Salt Run,N,SR76,S16SR76R20,3.8,Spat,0,0,1
S16,2016,Summer,Salt Run,N,SR76,S16SR76R20,3.8,Spat,0,0,1
S16,2016,Summer,Salt Run,N,SR80,S16SR80R17,3.8,Spat,0,0,1
S16,2016,Summer,Salt Run,N,SR55,S16SR55R4,3.8,Spat,0,0,1
S16,2016,Summer,Salt Run,Y,SR38,S16SR38R4,3.8,Spat,0,0,1
W16,2016,Winter,Salt Run,N,SR56,W16SR56R5,3.8,Spat,0,0,1
W16,2016,Winter,Matanzas River,N,FM24,W16FM24R26,3.8,Spat,0,0,1
W16,2016,Winter,Matanzas River,N,FM24,W16FM24R32,3.8,Spat,0,0,1
W16,2016,Winter,Matanzas River,N,FM24,W16FM24R32,3.8,Spat,0,0,1
W16,2016,Winter,Matanzas River,N,FM24,W16FM24R32,3.8,Spat,0,0,1
W16,2016,Winter,Matanzas River,N,FM655,W16FM655R13,3.8,Spat,0,0,1
W16,2016,Winter,Matanzas River,Y,FM604,W16FM604R1,3.8,Spat,0,0,1
W16,2016,Winter,Matanzas River,N,FM614,W16FM614R5,3.8,Spat,0,0,1
S15,2015,Summer,Salt Run,N,SR1,S15SR1R14,3.9,Spat,0,0,1
S15,2015,Summer,Salt Run,N,SR8,S15SR8R10,3.9,Spat,0,0,1
S15,2015,Summer,Tolomato River,N,TR10,S15TR10R0,3.9,Spat,0,0,1
S15,2015,Summer,Tolomato River,N,TR10,S15TR10R7,3.9,Spat,0,0,1
S15,2015,Summer,Tolomato River,N,TR16,S15TR16R2,3.9,Spat,0,0,1
S15,2015,Summer,Tolomato River,N,TR16,S15TR16R2,3.9,Spat,0,0,1
S15,2015,Summer,Tolomato River,N,TR7,S15TR7R12,3.9,Spat,0,0,1
S16,2016,Summer,Tolomato River,N,TR209A,S16TR209R11,3.9,Spat,0,0,1
S16,2016,Summer,Tolomato River,N,TR627,S16TR627R11,3.9,Spat,0,0,1
S16,2016,Summer,Tolomato River,N,TR627,S16TR627R11,3.9,Spat,0,0,1
S16,2016,Summer,Tolomato River,N,TR627,S16TR627R3,3.9,Spat,0,0,1
S16,2016,Summer,Salt Run,N,SR71,S16SR71R2,3.9,Spat,0,0,1
S16,2016,Summer,Salt Run,N,SR6A,S16SR6R1,3.9,Spat,0,0,1
S16,2016,Summer,Salt Run,N,SR6A,S16SR6R1,3.9,Spat,0,0,1
S16,2016,Summer,Salt Run,N,SR6A,S16SR6R2,3.9,Spat,0,0,1
S16,2016,Summer,Salt Run,N,SR1A,S16SR1R0,3.9,Spat,0,0,1
S16,2016,Summer,Salt Run,N,SR76,S16SR76R11,3.9,Spat,0,0,1
S16,2016,Summer,Salt Run,N,SR76,S16SR76R13,3.9,Spat,0,0,1
S16,2016,Summer,Salt Run,N,SR60,S16SR60R3,3.9,Spat,0,0,1
S16,2016,Summer,Salt Run,Y,SR38,S16SR38R4,3.9,Spat,0,0,1
S16,2016,Summer,Salt Run,Y,SR41,S16SR41R10,3.9,Spat,0,0,1
S16,2016,Summer,Salt Run,N,SR86,S16SR86R17,3.9,Spat,0,0,1
S16,2016,Summer,Salt Run,N,SR86,S16SR86R25,3.9,Spat,0,0,1
S16,2016,Summer,Salt Run,N,SR86,S16SR86R25,3.9,Spat,0,0,1
S16,2016,Summer,Salt Run,N,SR86,S16SR86R25,3.9,Spat,0,0,1
W16,2016,Winter,Tolomato River,Y,TR78,W16TR78R5,3.9,Spat,0,0,1
W16,2016,Winter,Matanzas River,N,FM23,W16FM23R12,3.9,Spat,0,0,1
W16,2016,Winter,Matanzas River,N,FM56,W16FM56R17,3.9,Spat,0,0,1
W16,2016,Winter,Matanzas River,N,FM56,W16FM56R17,3.9,Spat,0,0,1
W16,2016,Winter,Matanzas River,Y,FM604,W16FM604R2,3.9,Spat,0,0,1
W16,2016,Winter,Matanzas River,N,FM31,W16FM31R1,3.9,Spat,0,0,1
W16,2016,Winter,Matanzas River,N,FM31,W16FM31R7,3.9,Spat,0,0,1
W16,2016,Winter,Matanzas River,N,FM31,W16FM31R7,3.9,Spat,0,0,1
S15,2015,Summer,Matanzas River,N,BBNR1,S15BBNR1R0,4,Spat,0,0,1
S15,2015,Summer,Matanzas River,N,MC1,S15MC1R13,4,Spat,0,0,1
S15,2015,Summer,Matanzas River,N,BB15A,S15BB15AR16,4,Spat,0,0,1
S16,2016,Summer,Tolomato River,N,TR209A,S16TR209R19,4,Spat,0,0,1
S16,2016,Summer,Tolomato River,N,TR627,S16TR627R11,4,Spat,0,0,1
S16,2016,Summer,Salt Run,N,SR71,S16SR71R12,4,Spat,0,0,1
S16,2016,Summer,Salt Run,N,SR71,S16SR71R12,4,Spat,0,0,1
S16,2016,Summer,Salt Run,N,SR71,S16SR71R12,4,Spat,0,0,1
S16,2016,Summer,Salt Run,Y,SR22,S16SR22R2,4,Spat,0,0,1
S16,2016,Summer,Salt Run,N,SR6A,S16SR6R1,4,Spat,0,0,1
S16,2016,Summer,Salt Run,N,SR7A,S16SR7R2,4,Spat,0,0,1
S16,2016,Summer,Salt Run,N,SR76,S16SR76R13,4,Spat,0,0,1
S16,2016,Summer,Salt Run,N,SR80,S16SR80R17,4,Spat,0,0,1
S16,2016,Summer,Salt Run,N,SR80,S16SR80R17,4,Spat,0,0,1
S16,2016,Summer,Salt Run,Y,SR38,S16SR38R4,4,Spat,0,0,1
S16,2016,Summer,Salt Run,N,SR85,S16SR85R3,4,Spat,0,0,1
S16,2016,Summer,Salt Run,N,SR86,S16SR86R13,4,Spat,0,0,1
